,etnia,nivel_educativo_de_los_padres,tipo_de_comida,curso_de_preparaci√≥n_para_el_examen,porcentaje_de_matematicas,porcentaje_de_lectura,porcentaje_de_escritura,sexo
332,group_E,tecnico_asociado,estandar,completado,0.62,0.56,0.53,hombre
333,group_B,tecnico_asociado,estandar,nada,0.9,0.78,0.81,hombre
334,group_C,licenciatura,estandar,nada,0.83,0.93,0.95,mujer
335,group_B,algo_de_universidad,subsidiado,nada,0.61,0.68,0.66,mujer
336,group_D,algo_de_preparatoria,estandar,completado,0.76,0.7,0.69,hombre
337,group_C,tecnico_asociado,estandar,nada,0.49,0.51,0.43,hombre
338,group_B,algo_de_preparatoria,subsidiado,nada,0.24,0.38,0.27,mujer
339,group_D,algo_de_preparatoria,subsidiado,completado,0.35,0.55,0.6,mujer
340,group_C,preparatoria,subsidiado,nada,0.58,0.61,0.52,hombre
341,group_C,preparatoria,estandar,nada,0.61,0.73,0.63,mujer
342,group_B,preparatoria,estandar,completado,0.69,0.76,0.74,mujer
343,group_D,tecnico_asociado,estandar,completado,0.67,0.72,0.67,hombre
344,group_D,algo_de_universidad,estandar,nada,0.79,0.73,0.67,hombre
345,group_C,preparatoria,estandar,nada,0.72,0.8,0.75,mujer
346,group_B,algo_de_universidad,estandar,nada,0.62,0.61,0.57,hombre
347,group_C,licenciatura,estandar,completado,0.77,0.94,0.95,mujer
348,group_D,preparatoria,subsidiado,nada,0.75,0.74,0.66,hombre
349,group_E,tecnico_asociado,estandar,nada,0.87,0.74,0.76,hombre
350,group_B,licenciatura,estandar,nada,0.52,0.65,0.69,mujer
351,group_E,algo_de_universidad,estandar,nada,0.66,0.57,0.52,hombre
352,group_C,algo_de_universidad,estandar,completado,0.63,0.78,0.8,mujer
353,group_C,tecnico_asociado,estandar,nada,0.46,0.58,0.57,mujer
354,group_C,algo_de_universidad,estandar,nada,0.59,0.71,0.7,mujer
355,group_B,licenciatura,estandar,nada,0.61,0.72,0.7,mujer
356,group_A,tecnico_asociado,estandar,nada,0.63,0.61,0.61,hombre
357,group_C,algo_de_universidad,subsidiado,completado,0.42,0.66,0.69,mujer
358,group_D,algo_de_universidad,subsidiado,nada,0.59,0.62,0.61,hombre
359,group_D,algo_de_universidad,estandar,nada,0.8,0.9,0.89,mujer
360,group_B,preparatoria,estandar,nada,0.58,0.62,0.59,mujer
361,group_B,algo_de_preparatoria,estandar,completado,0.85,0.84,0.78,hombre
362,group_C,algo_de_universidad,estandar,nada,0.52,0.58,0.58,mujer
363,group_D,algo_de_preparatoria,subsidiado,nada,0.27,0.34,0.32,mujer
364,group_C,algo_de_universidad,estandar,nada,0.59,0.6,0.58,hombre
365,group_A,licenciatura,subsidiado,completado,0.49,0.58,0.6,hombre
366,group_C,preparatoria,estandar,completado,0.69,0.58,0.53,hombre
367,group_C,licenciatura,subsidiado,nada,0.61,0.66,0.61,hombre
368,group_A,algo_de_preparatoria,subsidiado,nada,0.44,0.64,0.58,mujer
369,group_D,algo_de_preparatoria,estandar,nada,0.73,0.84,0.85,mujer
370,group_E,algo_de_universidad,estandar,nada,0.84,0.77,0.71,hombre
371,group_C,algo_de_universidad,subsidiado,completado,0.45,0.73,0.7,mujer
372,group_D,algo_de_preparatoria,estandar,nada,0.74,0.74,0.72,hombre
373,group_D,algo_de_universidad,estandar,completado,0.82,0.97,0.96,mujer
374,group_D,licenciatura,estandar,nada,0.59,0.7,0.73,mujer
375,group_E,tecnico_asociado,subsidiado,nada,0.46,0.43,0.41,hombre
376,group_D,algo_de_preparatoria,estandar,nada,0.8,0.9,0.82,mujer
377,group_D,maestria,subsidiado,completado,0.85,0.95,1.0,mujer
378,group_A,algo_de_preparatoria,estandar,nada,0.71,0.83,0.77,mujer
379,group_A,licenciatura,estandar,nada,0.66,0.64,0.62,hombre
380,group_B,tecnico_asociado,estandar,nada,0.8,0.86,0.83,mujer
381,group_C,tecnico_asociado,estandar,completado,0.87,1.0,0.95,hombre
382,group_C,maestria,subsidiado,nada,0.79,0.81,0.71,hombre
383,group_E,algo_de_preparatoria,subsidiado,nada,0.38,0.49,0.45,mujer
384,group_A,algo_de_preparatoria,subsidiado,nada,0.38,0.43,0.43,mujer
385,group_E,algo_de_universidad,estandar,nada,0.67,0.76,0.75,mujer
386,group_E,licenciatura,estandar,nada,0.64,0.73,0.7,mujer
387,group_C,tecnico_asociado,subsidiado,nada,0.57,0.78,0.67,mujer
388,group_D,preparatoria,estandar,nada,0.62,0.64,0.64,mujer
389,group_D,maestria,estandar,nada,0.73,0.7,0.75,hombre
390,group_E,algo_de_preparatoria,subsidiado,completado,0.73,0.67,0.59,hombre
391,group_D,algo_de_universidad,estandar,nada,0.77,0.68,0.77,mujer
392,group_E,algo_de_universidad,estandar,nada,0.76,0.67,0.67,hombre
393,group_C,tecnico_asociado,estandar,completado,0.57,0.54,0.56,hombre
394,group_C,algo_de_preparatoria,estandar,completado,0.65,0.74,0.77,mujer
395,group_A,preparatoria,subsidiado,nada,0.48,0.45,0.41,hombre
396,group_B,preparatoria,subsidiado,nada,0.5,0.67,0.63,mujer
397,group_C,tecnico_asociado,estandar,nada,0.85,0.89,0.95,mujer
398,group_B,algo_de_preparatoria,estandar,nada,0.74,0.63,0.57,hombre
399,group_D,algo_de_preparatoria,estandar,nada,0.6,0.59,0.54,hombre
400,group_C,algo_de_preparatoria,estandar,completado,0.59,0.54,0.67,mujer
401,group_A,algo_de_universidad,estandar,nada,0.53,0.43,0.43,hombre
402,group_A,algo_de_universidad,subsidiado,nada,0.49,0.65,0.55,mujer
403,group_D,preparatoria,estandar,completado,0.88,0.99,1.0,mujer
404,group_C,preparatoria,estandar,nada,0.54,0.59,0.62,mujer
405,group_C,algo_de_preparatoria,estandar,nada,0.63,0.73,0.68,mujer
406,group_B,tecnico_asociado,estandar,completado,0.65,0.65,0.63,hombre
407,group_B,tecnico_asociado,estandar,nada,0.82,0.8,0.77,mujer
408,group_D,preparatoria,subsidiado,completado,0.52,0.57,0.56,mujer
409,group_D,tecnico_asociado,estandar,completado,0.87,0.84,0.85,hombre
410,group_D,maestria,estandar,completado,0.7,0.71,0.74,mujer
411,group_E,algo_de_universidad,estandar,completado,0.84,0.83,0.78,hombre
412,group_D,tecnico_asociado,estandar,nada,0.71,0.66,0.6,hombre
413,group_B,algo_de_preparatoria,estandar,completado,0.63,0.67,0.67,hombre
414,group_C,licenciatura,subsidiado,completado,0.51,0.72,0.79,mujer
415,group_E,preparatoria,estandar,nada,0.84,0.73,0.69,hombre
416,group_C,licenciatura,estandar,completado,0.71,0.74,0.68,hombre
417,group_C,tecnico_asociado,estandar,nada,0.74,0.73,0.67,hombre
418,group_D,algo_de_universidad,estandar,nada,0.68,0.59,0.62,hombre
419,group_E,preparatoria,subsidiado,completado,0.57,0.56,0.54,hombre
420,group_C,tecnico_asociado,subsidiado,completado,0.82,0.93,0.93,mujer
421,group_D,preparatoria,estandar,completado,0.57,0.58,0.64,mujer
422,group_D,maestria,subsidiado,completado,0.47,0.58,0.67,mujer
423,group_A,algo_de_preparatoria,estandar,completado,0.59,0.85,0.8,mujer
424,group_B,algo_de_universidad,subsidiado,nada,0.41,0.39,0.34,hombre
425,group_C,algo_de_universidad,subsidiado,nada,0.62,0.67,0.62,mujer
426,group_C,licenciatura,estandar,nada,0.86,0.83,0.86,hombre
427,group_C,algo_de_preparatoria,subsidiado,nada,0.69,0.71,0.65,hombre
428,group_A,algo_de_preparatoria,subsidiado,nada,0.65,0.59,0.53,hombre
429,group_C,algo_de_preparatoria,subsidiado,nada,0.68,0.63,0.54,hombre
430,group_C,tecnico_asociado,subsidiado,nada,0.64,0.66,0.59,hombre
431,group_C,preparatoria,estandar,nada,0.61,0.72,0.7,mujer
432,group_C,preparatoria,estandar,nada,0.61,0.56,0.55,hombre
433,group_A,algo_de_preparatoria,subsidiado,nada,0.47,0.59,0.5,mujer
434,group_C,algo_de_preparatoria,estandar,nada,0.73,0.66,0.66,hombre
435,group_C,algo_de_universidad,subsidiado,completado,0.5,0.48,0.53,hombre
436,group_D,tecnico_asociado,estandar,nada,0.75,0.68,0.64,hombre
437,group_D,tecnico_asociado,subsidiado,nada,0.75,0.66,0.73,hombre
438,group_C,preparatoria,estandar,nada,0.7,0.56,0.51,hombre
439,group_D,algo_de_preparatoria,estandar,completado,0.89,0.88,0.82,hombre
440,group_C,algo_de_universidad,estandar,completado,0.67,0.81,0.79,mujer
441,group_D,preparatoria,estandar,nada,0.78,0.81,0.8,mujer
442,group_A,algo_de_preparatoria,subsidiado,nada,0.59,0.73,0.69,mujer
443,group_B,tecnico_asociado,estandar,nada,0.73,0.83,0.76,mujer
444,group_A,algo_de_preparatoria,subsidiado,nada,0.79,0.82,0.73,hombre
445,group_C,algo_de_preparatoria,estandar,completado,0.67,0.74,0.77,mujer
446,group_D,algo_de_universidad,subsidiado,nada,0.69,0.66,0.6,hombre
447,group_C,preparatoria,estandar,completado,0.86,0.81,0.8,hombre
448,group_B,preparatoria,estandar,nada,0.47,0.46,0.42,hombre
449,group_B,tecnico_asociado,estandar,nada,0.81,0.73,0.72,hombre
450,group_C,algo_de_universidad,subsidiado,completado,0.64,0.85,0.85,mujer
451,group_E,algo_de_universidad,estandar,nada,1.0,0.92,0.97,mujer
452,group_C,tecnico_asociado,subsidiado,nada,0.65,0.77,0.74,mujer
453,group_C,algo_de_universidad,subsidiado,nada,0.65,0.58,0.49,hombre
454,group_C,tecnico_asociado,subsidiado,nada,0.53,0.61,0.62,mujer
455,group_C,licenciatura,subsidiado,nada,0.37,0.56,0.47,hombre
456,group_D,licenciatura,estandar,nada,0.79,0.89,0.89,mujer
457,group_D,tecnico_asociado,subsidiado,nada,0.53,0.54,0.48,hombre
458,group_E,licenciatura,estandar,nada,1.0,1.0,1.0,mujer
459,group_B,preparatoria,estandar,completado,0.72,0.65,0.68,hombre
460,group_C,licenciatura,subsidiado,nada,0.53,0.58,0.55,hombre
461,group_B,algo_de_universidad,subsidiado,nada,0.54,0.54,0.45,hombre
462,group_E,algo_de_universidad,estandar,nada,0.71,0.7,0.76,mujer
463,group_C,algo_de_universidad,subsidiado,nada,0.77,0.9,0.91,mujer
464,group_A,licenciatura,estandar,completado,0.75,0.58,0.62,hombre
465,group_C,algo_de_universidad,estandar,nada,0.84,0.87,0.91,mujer
466,group_D,tecnico_asociado,subsidiado,nada,0.26,0.31,0.38,mujer
467,group_A,preparatoria,subsidiado,completado,0.72,0.67,0.65,hombre
468,group_A,preparatoria,subsidiado,completado,0.77,0.88,0.85,mujer
469,group_C,algo_de_universidad,estandar,nada,0.91,0.74,0.76,hombre
470,group_C,tecnico_asociado,estandar,completado,0.83,0.85,0.9,mujer
471,group_C,preparatoria,estandar,nada,0.63,0.69,0.74,mujer
472,group_C,tecnico_asociado,estandar,completado,0.68,0.86,0.84,mujer
473,group_D,algo_de_preparatoria,estandar,nada,0.59,0.67,0.61,mujer
474,group_B,tecnico_asociado,estandar,completado,0.9,0.9,0.91,mujer
475,group_D,licenciatura,estandar,completado,0.71,0.76,0.83,mujer
476,group_E,licenciatura,estandar,completado,0.76,0.62,0.66,hombre
477,group_D,tecnico_asociado,estandar,nada,0.8,0.68,0.72,hombre
478,group_D,maestria,estandar,nada,0.55,0.64,0.7,mujer
479,group_E,tecnico_asociado,estandar,nada,0.76,0.71,0.67,hombre
480,group_B,preparatoria,estandar,completado,0.73,0.71,0.68,hombre
481,group_D,tecnico_asociado,subsidiado,nada,0.52,0.59,0.56,mujer
482,group_C,algo_de_universidad,subsidiado,nada,0.68,0.68,0.61,hombre
483,group_A,preparatoria,estandar,nada,0.59,0.52,0.46,hombre
484,group_B,tecnico_asociado,estandar,nada,0.49,0.52,0.54,mujer
485,group_C,preparatoria,estandar,nada,0.7,0.74,0.71,hombre
486,group_D,algo_de_universidad,subsidiado,nada,0.61,0.47,0.56,hombre
487,group_C,tecnico_asociado,subsidiado,nada,0.6,0.75,0.74,mujer
488,group_B,algo_de_preparatoria,estandar,completado,0.64,0.53,0.57,hombre
489,group_A,tecnico_asociado,subsidiado,completado,0.79,0.82,0.82,hombre
490,group_A,tecnico_asociado,subsidiado,nada,0.65,0.85,0.76,mujer
491,group_C,tecnico_asociado,estandar,nada,0.64,0.64,0.7,mujer
492,group_C,algo_de_universidad,estandar,nada,0.83,0.83,0.9,mujer
493,group_C,licenciatura,estandar,nada,0.81,0.88,0.9,mujer
494,group_B,preparatoria,estandar,nada,0.54,0.64,0.68,mujer
495,group_D,preparatoria,estandar,completado,0.68,0.64,0.66,hombre
496,group_C,algo_de_universidad,estandar,nada,0.54,0.48,0.52,mujer
497,group_D,algo_de_universidad,subsidiado,completado,0.59,0.78,0.76,mujer
498,group_B,algo_de_preparatoria,estandar,nada,0.66,0.69,0.68,mujer
499,group_E,algo_de_universidad,estandar,nada,0.76,0.71,0.72,hombre
500,group_D,maestria,estandar,nada,0.74,0.79,0.82,mujer
501,group_B,tecnico_asociado,estandar,completado,0.94,0.87,0.92,mujer
502,group_C,algo_de_universidad,subsidiado,nada,0.63,0.61,0.54,hombre
503,group_E,tecnico_asociado,estandar,completado,0.95,0.89,0.92,mujer
504,group_D,maestria,subsidiado,nada,0.4,0.59,0.54,mujer
505,group_B,algo_de_preparatoria,estandar,nada,0.82,0.82,0.8,mujer
506,group_A,preparatoria,estandar,nada,0.68,0.7,0.66,hombre
507,group_B,licenciatura,subsidiado,nada,0.55,0.59,0.54,hombre
508,group_C,maestria,estandar,nada,0.79,0.78,0.77,hombre
509,group_C,licenciatura,estandar,nada,0.86,0.92,0.87,mujer
510,group_D,algo_de_universidad,estandar,nada,0.76,0.71,0.73,hombre
511,group_A,algo_de_preparatoria,estandar,nada,0.64,0.5,0.43,hombre
512,group_D,algo_de_preparatoria,subsidiado,nada,0.62,0.49,0.52,hombre
513,group_B,algo_de_preparatoria,estandar,completado,0.54,0.61,0.62,mujer
514,group_B,maestria,subsidiado,completado,0.77,0.97,0.94,mujer
515,group_C,algo_de_preparatoria,estandar,completado,0.76,0.87,0.85,mujer
516,group_D,algo_de_universidad,estandar,nada,0.74,0.89,0.84,mujer
517,group_E,algo_de_universidad,estandar,completado,0.66,0.74,0.73,mujer
518,group_D,algo_de_preparatoria,estandar,completado,0.66,0.78,0.78,mujer
519,group_B,preparatoria,subsidiado,completado,0.67,0.78,0.79,mujer
520,group_D,algo_de_universidad,estandar,nada,0.71,0.49,0.52,hombre
521,group_C,tecnico_asociado,estandar,nada,0.91,0.86,0.84,mujer
522,group_D,licenciatura,estandar,nada,0.69,0.58,0.57,hombre
523,group_C,maestria,subsidiado,nada,0.54,0.59,0.5,hombre
524,group_C,preparatoria,estandar,completado,0.53,0.52,0.49,hombre
525,group_E,algo_de_universidad,estandar,nada,0.68,0.6,0.59,hombre
526,group_C,algo_de_preparatoria,subsidiado,completado,0.56,0.61,0.6,hombre
527,group_C,preparatoria,subsidiado,nada,0.36,0.53,0.43,mujer
528,group_D,licenciatura,subsidiado,nada,0.29,0.41,0.47,mujer
529,group_C,tecnico_asociado,estandar,nada,0.62,0.74,0.7,mujer
530,group_C,tecnico_asociado,estandar,completado,0.68,0.67,0.73,mujer
531,group_C,algo_de_preparatoria,estandar,nada,0.47,0.54,0.53,mujer
532,group_E,tecnico_asociado,estandar,completado,0.62,0.61,0.58,hombre
533,group_E,tecnico_asociado,estandar,completado,0.79,0.88,0.94,mujer
534,group_B,preparatoria,estandar,completado,0.73,0.69,0.68,hombre
535,group_C,licenciatura,subsidiado,completado,0.66,0.83,0.83,mujer
536,group_C,tecnico_asociado,estandar,completado,0.51,0.6,0.58,hombre
537,group_D,preparatoria,estandar,nada,0.51,0.66,0.62,mujer
538,group_E,licenciatura,estandar,completado,0.85,0.66,0.71,hombre
539,group_A,tecnico_asociado,estandar,completado,0.97,0.92,0.86,hombre
540,group_C,preparatoria,estandar,completado,0.75,0.69,0.68,hombre
541,group_D,tecnico_asociado,subsidiado,completado,0.79,0.82,0.8,hombre
542,group_C,tecnico_asociado,estandar,nada,0.81,0.77,0.79,mujer
543,group_D,tecnico_asociado,estandar,nada,0.82,0.95,0.89,mujer
544,group_D,maestria,estandar,nada,0.64,0.63,0.66,mujer
545,group_E,algo_de_preparatoria,subsidiado,completado,0.78,0.83,0.8,hombre
546,group_A,algo_de_preparatoria,estandar,completado,0.92,1.0,0.97,mujer
547,group_C,preparatoria,estandar,completado,0.72,0.67,0.64,hombre
548,group_C,preparatoria,subsidiado,nada,0.62,0.67,0.64,mujer
549,group_C,maestria,estandar,nada,0.79,0.72,0.69,hombre
550,group_C,algo_de_preparatoria,subsidiado,nada,0.79,0.76,0.65,hombre
551,group_B,licenciatura,subsidiado,completado,0.87,0.9,0.88,hombre
552,group_B,tecnico_asociado,estandar,nada,0.4,0.48,0.5,mujer
553,group_D,algo_de_universidad,subsidiado,nada,0.77,0.62,0.64,hombre
554,group_E,tecnico_asociado,estandar,nada,0.53,0.45,0.4,hombre
555,group_C,algo_de_universidad,subsidiado,nada,0.32,0.39,0.33,mujer
556,group_C,tecnico_asociado,estandar,completado,0.55,0.72,0.79,mujer
557,group_C,maestria,subsidiado,nada,0.61,0.67,0.66,hombre
558,group_B,tecnico_asociado,subsidiado,nada,0.53,0.7,0.7,mujer
559,group_D,algo_de_preparatoria,estandar,nada,0.73,0.66,0.62,hombre
560,group_D,algo_de_universidad,estandar,completado,0.74,0.75,0.79,mujer
561,group_C,algo_de_universidad,estandar,nada,0.63,0.74,0.74,mujer
562,group_C,licenciatura,estandar,completado,0.96,0.9,0.92,hombre
563,group_D,algo_de_universidad,subsidiado,completado,0.63,0.8,0.8,mujer
564,group_B,licenciatura,subsidiado,nada,0.48,0.51,0.46,hombre
565,group_B,tecnico_asociado,estandar,nada,0.48,0.43,0.45,hombre
566,group_E,licenciatura,subsidiado,completado,0.92,1.0,1.0,mujer
567,group_D,maestria,subsidiado,completado,0.61,0.71,0.78,mujer
568,group_B,preparatoria,subsidiado,nada,0.63,0.48,0.47,hombre
569,group_D,licenciatura,subsidiado,nada,0.68,0.68,0.67,hombre
570,group_B,algo_de_universidad,estandar,completado,0.71,0.75,0.7,hombre
571,group_A,licenciatura,estandar,nada,0.91,0.96,0.92,hombre
572,group_C,algo_de_universidad,estandar,nada,0.53,0.62,0.56,mujer
573,group_C,preparatoria,subsidiado,completado,0.5,0.66,0.64,mujer
574,group_E,preparatoria,estandar,nada,0.74,0.81,0.71,mujer
575,group_A,tecnico_asociado,subsidiado,completado,0.4,0.55,0.53,hombre
576,group_A,algo_de_universidad,estandar,completado,0.61,0.51,0.52,hombre
577,group_B,preparatoria,estandar,nada,0.81,0.91,0.89,mujer
578,group_B,algo_de_universidad,subsidiado,completado,0.48,0.56,0.58,mujer
579,group_D,maestria,estandar,nada,0.53,0.61,0.68,mujer
580,group_D,algo_de_preparatoria,estandar,nada,0.81,0.97,0.96,mujer
581,group_E,algo_de_preparatoria,estandar,nada,0.77,0.79,0.8,mujer
582,group_D,licenciatura,subsidiado,nada,0.63,0.73,0.78,mujer
583,group_D,tecnico_asociado,estandar,completado,0.73,0.75,0.8,mujer
584,group_D,algo_de_universidad,estandar,nada,0.69,0.77,0.77,mujer
585,group_C,tecnico_asociado,estandar,nada,0.65,0.76,0.76,mujer
586,group_A,preparatoria,estandar,nada,0.55,0.73,0.73,mujer
587,group_C,licenciatura,subsidiado,nada,0.44,0.63,0.62,mujer
588,group_C,algo_de_universidad,estandar,nada,0.54,0.64,0.65,mujer
589,group_A,algo_de_preparatoria,estandar,nada,0.48,0.66,0.65,mujer
590,group_C,algo_de_universidad,subsidiado,nada,0.58,0.57,0.54,hombre
591,group_A,algo_de_preparatoria,estandar,nada,0.71,0.62,0.5,hombre
592,group_E,licenciatura,estandar,nada,0.68,0.68,0.64,hombre
593,group_E,preparatoria,estandar,nada,0.74,0.76,0.73,mujer
594,group_C,licenciatura,estandar,completado,0.92,1.0,0.99,mujer
595,group_C,licenciatura,estandar,completado,0.56,0.79,0.72,mujer
596,group_B,preparatoria,subsidiado,nada,0.3,0.24,0.15,hombre
597,group_A,algo_de_preparatoria,estandar,nada,0.53,0.54,0.48,hombre
598,group_D,preparatoria,estandar,nada,0.69,0.77,0.73,mujer
599,group_D,algo_de_preparatoria,estandar,nada,0.65,0.82,0.81,mujer
600,group_D,maestria,estandar,nada,0.54,0.6,0.63,mujer
601,group_C,preparatoria,estandar,nada,0.29,0.29,0.3,mujer
602,group_E,algo_de_universidad,estandar,nada,0.76,0.78,0.8,mujer
603,group_D,preparatoria,subsidiado,nada,0.6,0.57,0.51,hombre
604,group_D,maestria,subsidiado,completado,0.84,0.89,0.9,hombre
605,group_C,algo_de_preparatoria,estandar,nada,0.75,0.72,0.62,hombre
606,group_C,tecnico_asociado,estandar,nada,0.85,0.84,0.82,mujer
607,group_C,maestria,subsidiado,nada,0.4,0.58,0.54,mujer
608,group_E,algo_de_universidad,estandar,nada,0.61,0.64,0.62,mujer
609,group_B,tecnico_asociado,estandar,nada,0.58,0.63,0.65,mujer
610,group_D,algo_de_universidad,subsidiado,completado,0.69,0.6,0.63,hombre
611,group_C,algo_de_universidad,estandar,nada,0.58,0.59,0.66,mujer
612,group_C,licenciatura,estandar,completado,0.94,0.9,0.91,hombre
613,group_C,tecnico_asociado,estandar,nada,0.65,0.77,0.74,mujer
614,group_A,tecnico_asociado,estandar,nada,0.82,0.93,0.93,mujer
615,group_C,preparatoria,estandar,nada,0.6,0.68,0.72,mujer
616,group_E,licenciatura,estandar,nada,0.37,0.45,0.38,mujer
617,group_D,licenciatura,estandar,nada,0.88,0.78,0.83,hombre
618,group_D,maestria,estandar,nada,0.95,0.81,0.84,hombre
619,group_C,tecnico_asociado,subsidiado,completado,0.65,0.73,0.68,hombre
620,group_C,preparatoria,subsidiado,nada,0.35,0.61,0.54,mujer
621,group_B,licenciatura,subsidiado,nada,0.62,0.63,0.56,hombre
622,group_C,preparatoria,subsidiado,completado,0.58,0.51,0.52,hombre
623,group_A,algo_de_universidad,estandar,completado,1.0,0.96,0.86,hombre
624,group_E,licenciatura,subsidiado,nada,0.61,0.58,0.62,mujer
625,group_D,algo_de_universidad,estandar,completado,1.0,0.97,0.99,hombre
626,group_B,tecnico_asociado,subsidiado,completado,0.69,0.7,0.63,hombre
627,group_D,tecnico_asociado,estandar,nada,0.61,0.48,0.46,hombre
628,group_D,algo_de_universidad,subsidiado,nada,0.49,0.57,0.46,hombre
629,group_C,algo_de_preparatoria,estandar,completado,0.44,0.51,0.55,mujer
630,group_D,algo_de_universidad,estandar,nada,0.67,0.64,0.7,hombre
631,group_B,preparatoria,estandar,nada,0.79,0.6,0.65,hombre
632,group_B,licenciatura,estandar,completado,0.66,0.74,0.81,mujer
633,group_C,preparatoria,estandar,nada,0.75,0.88,0.85,mujer
634,group_D,algo_de_preparatoria,estandar,nada,0.84,0.84,0.8,hombre
635,group_A,preparatoria,estandar,nada,0.71,0.74,0.64,hombre
636,group_B,preparatoria,subsidiado,completado,0.67,0.8,0.81,mujer
637,group_D,algo_de_preparatoria,estandar,completado,0.8,0.92,0.88,mujer
638,group_E,algo_de_universidad,estandar,nada,0.86,0.76,0.74,hombre
639,group_D,tecnico_asociado,estandar,nada,0.76,0.74,0.73,mujer
640,group_D,preparatoria,estandar,nada,0.41,0.52,0.51,hombre
641,group_D,tecnico_asociado,subsidiado,completado,0.74,0.88,0.9,mujer
642,group_B,algo_de_preparatoria,subsidiado,nada,0.72,0.81,0.79,mujer
643,group_E,preparatoria,estandar,completado,0.74,0.79,0.8,mujer
644,group_B,preparatoria,estandar,nada,0.7,0.65,0.6,hombre
645,group_B,licenciatura,estandar,completado,0.65,0.81,0.81,mujer
646,group_D,tecnico_asociado,estandar,nada,0.59,0.7,0.65,mujer
647,group_E,preparatoria,subsidiado,nada,0.64,0.62,0.68,mujer
648,group_B,preparatoria,estandar,nada,0.5,0.53,0.55,mujer
649,group_D,algo_de_universidad,estandar,completado,0.69,0.79,0.81,mujer
650,group_C,algo_de_preparatoria,subsidiado,completado,0.51,0.56,0.53,hombre
651,group_A,preparatoria,estandar,completado,0.68,0.8,0.76,mujer
652,group_D,algo_de_universidad,estandar,completado,0.85,0.86,0.98,mujer
653,group_A,tecnico_asociado,estandar,completado,0.65,0.7,0.74,mujer
654,group_B,algo_de_preparatoria,estandar,nada,0.73,0.79,0.79,mujer
655,group_B,algo_de_universidad,estandar,nada,0.62,0.67,0.67,mujer
656,group_C,tecnico_asociado,subsidiado,nada,0.77,0.67,0.64,hombre
657,group_D,algo_de_preparatoria,estandar,nada,0.69,0.66,0.61,hombre
658,group_D,tecnico_asociado,subsidiado,nada,0.43,0.6,0.58,mujer
659,group_D,tecnico_asociado,estandar,nada,0.9,0.87,0.85,hombre
660,group_C,algo_de_universidad,subsidiado,nada,0.74,0.77,0.73,hombre
661,group_C,algo_de_preparatoria,estandar,nada,0.73,0.66,0.63,hombre
662,group_D,algo_de_universidad,subsidiado,nada,0.55,0.71,0.69,mujer
663,group_C,preparatoria,estandar,nada,0.65,0.69,0.67,mujer
664,group_D,tecnico_asociado,estandar,nada,0.8,0.63,0.63,hombre
665,group_C,algo_de_preparatoria,subsidiado,completado,0.5,0.6,0.6,mujer
666,group_C,algo_de_universidad,subsidiado,completado,0.63,0.73,0.71,mujer
