,etnia,nivel_educativo_de_los_padres,tipo_de_comida,curso_de_preparaci√≥n_para_el_examen,porcentaje_de_matematicas,porcentaje_de_lectura,porcentaje_de_escritura,sexo
667,group_B,licenciatura,subsidiado,nada,0.77,0.85,0.87,mujer
668,group_C,algo_de_universidad,estandar,nada,0.73,0.74,0.61,hombre
669,group_D,tecnico_asociado,estandar,completado,0.81,0.72,0.77,hombre
670,group_C,preparatoria,subsidiado,nada,0.66,0.76,0.68,mujer
671,group_D,tecnico_asociado,subsidiado,nada,0.52,0.57,0.5,hombre
672,group_C,algo_de_universidad,estandar,nada,0.69,0.78,0.76,mujer
673,group_C,tecnico_asociado,estandar,completado,0.65,0.84,0.84,mujer
674,group_D,preparatoria,estandar,completado,0.69,0.77,0.78,mujer
675,group_B,algo_de_universidad,estandar,completado,0.5,0.64,0.66,mujer
676,group_E,algo_de_universidad,estandar,completado,0.73,0.78,0.76,mujer
677,group_C,algo_de_preparatoria,estandar,completado,0.7,0.82,0.76,mujer
678,group_D,tecnico_asociado,subsidiado,nada,0.81,0.75,0.78,hombre
679,group_D,algo_de_universidad,subsidiado,nada,0.63,0.61,0.6,hombre
680,group_D,preparatoria,estandar,nada,0.67,0.72,0.74,mujer
681,group_B,preparatoria,estandar,nada,0.6,0.68,0.6,hombre
682,group_B,preparatoria,estandar,nada,0.62,0.55,0.54,hombre
683,group_C,algo_de_preparatoria,subsidiado,completado,0.29,0.4,0.44,mujer
684,group_B,algo_de_universidad,estandar,completado,0.62,0.66,0.68,hombre
685,group_E,maestria,estandar,completado,0.94,0.99,1.0,mujer
686,group_E,algo_de_universidad,estandar,completado,0.85,0.75,0.68,hombre
687,group_D,tecnico_asociado,subsidiado,nada,0.77,0.78,0.73,hombre
688,group_A,preparatoria,subsidiado,nada,0.53,0.58,0.44,hombre
689,group_E,algo_de_universidad,subsidiado,nada,0.93,0.9,0.83,hombre
690,group_C,tecnico_asociado,estandar,nada,0.49,0.53,0.53,mujer
691,group_E,tecnico_asociado,subsidiado,nada,0.73,0.76,0.78,mujer
692,group_C,licenciatura,subsidiado,completado,0.66,0.74,0.81,mujer
693,group_D,tecnico_asociado,estandar,nada,0.77,0.77,0.73,mujer
694,group_C,algo_de_preparatoria,estandar,nada,0.49,0.63,0.56,mujer
695,group_D,algo_de_universidad,subsidiado,nada,0.79,0.89,0.86,mujer
696,group_C,tecnico_asociado,estandar,completado,0.75,0.82,0.9,mujer
697,group_A,licenciatura,estandar,nada,0.59,0.72,0.7,mujer
698,group_D,tecnico_asociado,estandar,completado,0.57,0.78,0.79,mujer
699,group_C,preparatoria,subsidiado,nada,0.66,0.66,0.59,hombre
700,group_E,licenciatura,estandar,completado,0.79,0.81,0.82,mujer
701,group_B,algo_de_preparatoria,estandar,nada,0.57,0.67,0.72,mujer
702,group_A,licenciatura,estandar,completado,0.87,0.84,0.87,hombre
703,group_D,algo_de_universidad,estandar,nada,0.63,0.64,0.67,mujer
704,group_B,algo_de_preparatoria,subsidiado,completado,0.59,0.63,0.64,mujer
705,group_A,licenciatura,subsidiado,nada,0.62,0.72,0.65,hombre
706,group_D,preparatoria,estandar,nada,0.46,0.34,0.36,hombre
707,group_C,algo_de_universidad,estandar,nada,0.66,0.59,0.52,hombre
708,group_D,preparatoria,estandar,nada,0.89,0.87,0.79,hombre
709,group_D,tecnico_asociado,subsidiado,completado,0.42,0.61,0.58,mujer
710,group_C,algo_de_universidad,estandar,completado,0.93,0.84,0.9,hombre
711,group_E,algo_de_preparatoria,estandar,completado,0.8,0.85,0.85,mujer
712,group_D,algo_de_universidad,estandar,nada,0.98,1.0,0.99,mujer
713,group_D,maestria,estandar,nada,0.81,0.81,0.84,hombre
714,group_B,algo_de_preparatoria,estandar,completado,0.6,0.7,0.74,mujer
715,group_B,tecnico_asociado,subsidiado,completado,0.76,0.94,0.87,mujer
716,group_C,tecnico_asociado,estandar,completado,0.73,0.78,0.72,hombre
717,group_C,tecnico_asociado,estandar,completado,0.96,0.96,0.99,mujer
718,group_C,preparatoria,estandar,nada,0.76,0.76,0.74,mujer
719,group_E,tecnico_asociado,subsidiado,completado,0.91,0.73,0.8,hombre
720,group_C,algo_de_universidad,subsidiado,nada,0.62,0.72,0.7,mujer
721,group_D,algo_de_preparatoria,subsidiado,completado,0.55,0.59,0.59,hombre
722,group_B,algo_de_preparatoria,subsidiado,completado,0.74,0.9,0.88,mujer
723,group_C,preparatoria,estandar,nada,0.5,0.48,0.42,hombre
724,group_B,algo_de_universidad,estandar,nada,0.47,0.43,0.41,hombre
725,group_E,algo_de_universidad,estandar,completado,0.81,0.74,0.71,hombre
726,group_E,tecnico_asociado,estandar,completado,0.65,0.75,0.77,mujer
727,group_E,algo_de_preparatoria,estandar,completado,0.68,0.51,0.57,hombre
728,group_D,preparatoria,subsidiado,nada,0.73,0.92,0.84,mujer
729,group_C,algo_de_universidad,estandar,nada,0.53,0.39,0.37,hombre
730,group_B,tecnico_asociado,subsidiado,completado,0.68,0.77,0.8,mujer
731,group_A,algo_de_preparatoria,subsidiado,nada,0.55,0.46,0.43,hombre
732,group_C,algo_de_universidad,estandar,completado,0.87,0.89,0.94,mujer
733,group_D,algo_de_preparatoria,estandar,nada,0.55,0.47,0.44,hombre
734,group_E,algo_de_universidad,subsidiado,nada,0.53,0.58,0.57,mujer
735,group_C,maestria,estandar,nada,0.67,0.57,0.59,hombre
736,group_C,tecnico_asociado,estandar,nada,0.92,0.79,0.84,hombre
737,group_B,algo_de_universidad,subsidiado,completado,0.53,0.66,0.73,mujer
738,group_D,tecnico_asociado,estandar,nada,0.81,0.71,0.73,hombre
739,group_C,preparatoria,subsidiado,nada,0.61,0.6,0.55,hombre
740,group_D,licenciatura,estandar,nada,0.8,0.73,0.72,hombre
741,group_A,tecnico_asociado,subsidiado,nada,0.37,0.57,0.56,mujer
742,group_C,preparatoria,estandar,nada,0.81,0.84,0.82,mujer
743,group_C,tecnico_asociado,estandar,completado,0.59,0.73,0.72,mujer
744,group_B,algo_de_universidad,subsidiado,nada,0.55,0.55,0.47,hombre
745,group_D,tecnico_asociado,estandar,nada,0.72,0.79,0.74,hombre
746,group_D,preparatoria,estandar,nada,0.69,0.75,0.71,hombre
747,group_C,algo_de_universidad,estandar,nada,0.69,0.64,0.68,hombre
748,group_C,licenciatura,subsidiado,nada,0.5,0.6,0.59,mujer
749,group_B,algo_de_universidad,estandar,completado,0.87,0.84,0.86,hombre
750,group_D,algo_de_preparatoria,estandar,completado,0.71,0.69,0.68,hombre
751,group_E,algo_de_universidad,estandar,nada,0.68,0.72,0.65,hombre
752,group_C,maestria,subsidiado,completado,0.79,0.77,0.75,hombre
753,group_C,algo_de_preparatoria,estandar,completado,0.77,0.9,0.85,mujer
754,group_C,tecnico_asociado,subsidiado,nada,0.58,0.55,0.53,hombre
755,group_E,tecnico_asociado,estandar,nada,0.84,0.95,0.92,mujer
756,group_D,algo_de_universidad,estandar,nada,0.55,0.58,0.52,hombre
757,group_E,licenciatura,subsidiado,completado,0.7,0.68,0.72,hombre
758,group_D,algo_de_universidad,subsidiado,completado,0.52,0.59,0.65,mujer
759,group_B,algo_de_universidad,estandar,completado,0.69,0.77,0.77,hombre
760,group_C,preparatoria,subsidiado,nada,0.53,0.72,0.64,mujer
761,group_D,algo_de_preparatoria,estandar,nada,0.48,0.58,0.54,mujer
762,group_D,algo_de_preparatoria,estandar,completado,0.78,0.81,0.86,hombre
763,group_B,preparatoria,estandar,nada,0.62,0.62,0.63,mujer
764,group_D,algo_de_universidad,estandar,nada,0.6,0.63,0.59,hombre
765,group_B,preparatoria,estandar,nada,0.74,0.72,0.72,mujer
766,group_C,preparatoria,estandar,completado,0.58,0.75,0.77,mujer
767,group_B,preparatoria,estandar,completado,0.76,0.62,0.6,hombre
768,group_D,algo_de_preparatoria,estandar,nada,0.68,0.71,0.75,mujer
769,group_A,algo_de_universidad,subsidiado,nada,0.58,0.6,0.57,hombre
770,group_B,preparatoria,estandar,nada,0.52,0.48,0.49,hombre
771,group_D,licenciatura,estandar,nada,0.75,0.73,0.74,hombre
772,group_B,algo_de_preparatoria,subsidiado,completado,0.52,0.67,0.72,mujer
773,group_C,licenciatura,subsidiado,nada,0.62,0.78,0.79,mujer
774,group_B,algo_de_universidad,estandar,nada,0.66,0.65,0.6,hombre
775,group_B,algo_de_preparatoria,subsidiado,nada,0.49,0.58,0.55,mujer
776,group_B,preparatoria,estandar,nada,0.66,0.72,0.7,mujer
777,group_C,algo_de_universidad,subsidiado,nada,0.35,0.44,0.43,mujer
778,group_A,algo_de_universidad,estandar,completado,0.72,0.79,0.82,mujer
779,group_E,tecnico_asociado,estandar,completado,0.94,0.85,0.82,hombre
780,group_D,tecnico_asociado,subsidiado,nada,0.46,0.56,0.57,mujer
781,group_B,maestria,estandar,nada,0.77,0.9,0.84,mujer
782,group_B,preparatoria,subsidiado,completado,0.76,0.85,0.82,mujer
783,group_C,tecnico_asociado,estandar,completado,0.52,0.59,0.62,mujer
784,group_C,licenciatura,estandar,completado,0.91,0.81,0.79,hombre
785,group_B,algo_de_preparatoria,estandar,completado,0.32,0.51,0.44,mujer
786,group_E,algo_de_preparatoria,subsidiado,nada,0.72,0.79,0.77,mujer
787,group_B,algo_de_universidad,estandar,nada,0.19,0.38,0.32,mujer
788,group_C,tecnico_asociado,subsidiado,nada,0.68,0.65,0.61,hombre
789,group_C,maestria,subsidiado,nada,0.52,0.65,0.61,mujer
790,group_B,preparatoria,estandar,nada,0.48,0.62,0.6,mujer
791,group_D,algo_de_universidad,subsidiado,nada,0.6,0.66,0.7,mujer
792,group_D,preparatoria,subsidiado,nada,0.66,0.74,0.69,hombre
793,group_E,algo_de_preparatoria,estandar,completado,0.89,0.84,0.77,hombre
794,group_B,preparatoria,estandar,nada,0.42,0.52,0.51,mujer
795,group_E,tecnico_asociado,subsidiado,completado,0.57,0.68,0.73,mujer
796,group_D,preparatoria,estandar,nada,0.7,0.7,0.7,hombre
797,group_E,tecnico_asociado,subsidiado,nada,0.7,0.84,0.81,mujer
798,group_E,algo_de_universidad,estandar,nada,0.69,0.6,0.54,hombre
799,group_C,tecnico_asociado,estandar,nada,0.52,0.55,0.57,mujer
800,group_C,algo_de_preparatoria,estandar,completado,0.67,0.73,0.68,hombre
801,group_C,algo_de_preparatoria,estandar,completado,0.76,0.8,0.73,hombre
802,group_E,tecnico_asociado,estandar,nada,0.87,0.94,0.95,mujer
803,group_B,algo_de_universidad,estandar,nada,0.82,0.85,0.87,mujer
804,group_C,algo_de_universidad,estandar,nada,0.73,0.76,0.78,mujer
805,group_A,algo_de_universidad,subsidiado,nada,0.75,0.81,0.74,hombre
806,group_D,algo_de_universidad,subsidiado,nada,0.64,0.74,0.75,mujer
807,group_E,preparatoria,subsidiado,nada,0.41,0.45,0.4,mujer
808,group_C,preparatoria,estandar,nada,0.9,0.75,0.69,hombre
809,group_B,licenciatura,estandar,nada,0.59,0.54,0.51,hombre
810,group_A,algo_de_preparatoria,estandar,nada,0.51,0.31,0.36,hombre
811,group_A,preparatoria,subsidiado,nada,0.45,0.47,0.49,hombre
812,group_C,maestria,estandar,completado,0.54,0.64,0.67,mujer
813,group_E,algo_de_preparatoria,estandar,completado,0.87,0.84,0.76,hombre
814,group_C,preparatoria,estandar,nada,0.72,0.8,0.83,mujer
815,group_B,algo_de_preparatoria,estandar,completado,0.94,0.86,0.87,hombre
816,group_A,licenciatura,estandar,nada,0.45,0.59,0.64,mujer
817,group_D,licenciatura,subsidiado,completado,0.61,0.7,0.76,hombre
818,group_B,preparatoria,subsidiado,nada,0.6,0.72,0.68,mujer
819,group_C,algo_de_preparatoria,estandar,nada,0.77,0.91,0.88,mujer
820,group_A,algo_de_preparatoria,estandar,completado,0.85,0.9,0.92,mujer
821,group_D,licenciatura,subsidiado,nada,0.78,0.9,0.93,mujer
822,group_E,algo_de_universidad,subsidiado,completado,0.49,0.52,0.51,hombre
823,group_B,preparatoria,subsidiado,nada,0.71,0.87,0.82,mujer
824,group_C,algo_de_preparatoria,subsidiado,nada,0.48,0.58,0.52,mujer
825,group_C,preparatoria,estandar,nada,0.62,0.67,0.58,hombre
826,group_C,tecnico_asociado,subsidiado,completado,0.56,0.68,0.7,mujer
827,group_C,algo_de_preparatoria,estandar,nada,0.65,0.69,0.76,mujer
828,group_D,algo_de_preparatoria,subsidiado,completado,0.69,0.86,0.81,mujer
829,group_B,algo_de_preparatoria,estandar,nada,0.68,0.54,0.53,hombre
830,group_A,algo_de_universidad,subsidiado,nada,0.61,0.6,0.57,mujer
831,group_C,licenciatura,subsidiado,completado,0.74,0.86,0.89,mujer
832,group_A,licenciatura,estandar,nada,0.64,0.6,0.58,hombre
833,group_B,preparatoria,estandar,completado,0.77,0.82,0.89,mujer
834,group_B,algo_de_universidad,estandar,nada,0.58,0.5,0.45,hombre
835,group_C,preparatoria,estandar,completado,0.6,0.64,0.74,mujer
836,group_E,preparatoria,estandar,nada,0.73,0.64,0.57,hombre
837,group_A,preparatoria,estandar,completado,0.75,0.82,0.79,mujer
838,group_B,tecnico_asociado,subsidiado,completado,0.58,0.57,0.53,hombre
839,group_C,tecnico_asociado,estandar,nada,0.66,0.77,0.73,mujer
840,group_D,preparatoria,subsidiado,nada,0.39,0.52,0.46,mujer
841,group_C,algo_de_preparatoria,estandar,nada,0.64,0.58,0.51,hombre
842,group_B,preparatoria,subsidiado,completado,0.23,0.44,0.36,mujer
843,group_B,algo_de_universidad,subsidiado,completado,0.74,0.77,0.76,hombre
844,group_D,algo_de_preparatoria,subsidiado,completado,0.4,0.65,0.64,mujer
845,group_E,maestria,estandar,nada,0.9,0.85,0.84,hombre
846,group_C,maestria,estandar,completado,0.91,0.85,0.85,hombre
847,group_D,preparatoria,estandar,nada,0.64,0.54,0.5,hombre
848,group_C,preparatoria,estandar,nada,0.59,0.72,0.68,mujer
849,group_D,tecnico_asociado,estandar,nada,0.8,0.75,0.69,hombre
850,group_C,maestria,estandar,nada,0.71,0.67,0.67,hombre
851,group_A,preparatoria,estandar,nada,0.61,0.68,0.63,mujer
852,group_E,algo_de_universidad,estandar,nada,0.87,0.85,0.93,mujer
853,group_E,algo_de_preparatoria,estandar,nada,0.82,0.67,0.61,hombre
854,group_C,algo_de_preparatoria,estandar,nada,0.62,0.64,0.55,hombre
855,group_B,licenciatura,estandar,nada,0.97,0.97,0.96,mujer
856,group_B,algo_de_universidad,subsidiado,nada,0.75,0.68,0.65,hombre
857,group_C,licenciatura,estandar,nada,0.65,0.79,0.81,mujer
858,group_B,preparatoria,estandar,completado,0.52,0.49,0.46,hombre
859,group_C,tecnico_asociado,subsidiado,nada,0.87,0.73,0.72,hombre
860,group_C,tecnico_asociado,estandar,nada,0.53,0.62,0.53,mujer
861,group_E,maestria,subsidiado,nada,0.81,0.86,0.87,mujer
862,group_D,licenciatura,subsidiado,completado,0.39,0.42,0.38,hombre
863,group_C,algo_de_universidad,estandar,completado,0.71,0.71,0.8,mujer
864,group_C,tecnico_asociado,estandar,nada,0.97,0.93,0.91,hombre
865,group_D,algo_de_universidad,estandar,completado,0.82,0.82,0.88,hombre
866,group_C,preparatoria,subsidiado,nada,0.59,0.53,0.52,hombre
867,group_B,tecnico_asociado,estandar,nada,0.61,0.42,0.41,hombre
868,group_E,tecnico_asociado,subsidiado,completado,0.78,0.74,0.72,hombre
869,group_C,tecnico_asociado,subsidiado,nada,0.49,0.51,0.51,hombre
870,group_B,preparatoria,estandar,nada,0.59,0.58,0.47,hombre
871,group_C,algo_de_universidad,estandar,completado,0.7,0.72,0.76,mujer
872,group_B,tecnico_asociado,estandar,completado,0.82,0.84,0.78,hombre
873,group_E,tecnico_asociado,subsidiado,nada,0.9,0.9,0.82,hombre
874,group_C,licenciatura,subsidiado,nada,0.43,0.62,0.61,mujer
875,group_C,algo_de_universidad,subsidiado,nada,0.8,0.64,0.66,hombre
876,group_D,algo_de_universidad,estandar,nada,0.81,0.82,0.84,hombre
877,group_C,algo_de_preparatoria,estandar,nada,0.57,0.61,0.54,hombre
878,group_D,algo_de_preparatoria,estandar,nada,0.59,0.72,0.8,mujer
879,group_D,tecnico_asociado,estandar,nada,0.64,0.76,0.74,mujer
880,group_C,licenciatura,estandar,completado,0.63,0.64,0.66,hombre
881,group_E,licenciatura,estandar,completado,0.71,0.7,0.7,mujer
882,group_B,preparatoria,subsidiado,nada,0.64,0.73,0.71,mujer
883,group_D,licenciatura,subsidiado,nada,0.55,0.46,0.44,hombre
884,group_E,tecnico_asociado,estandar,nada,0.51,0.51,0.54,mujer
885,group_C,tecnico_asociado,estandar,completado,0.62,0.76,0.8,mujer
886,group_E,tecnico_asociado,estandar,completado,0.93,1.0,0.95,mujer
887,group_C,preparatoria,subsidiado,nada,0.54,0.72,0.59,hombre
888,group_D,algo_de_universidad,subsidiado,nada,0.69,0.65,0.74,mujer
889,group_D,preparatoria,subsidiado,nada,0.44,0.51,0.48,hombre
890,group_E,algo_de_universidad,estandar,completado,0.86,0.85,0.91,mujer
891,group_E,tecnico_asociado,estandar,nada,0.85,0.92,0.85,mujer
892,group_A,maestria,subsidiado,nada,0.5,0.67,0.73,mujer
893,group_D,algo_de_preparatoria,estandar,completado,0.88,0.74,0.75,hombre
894,group_E,tecnico_asociado,estandar,nada,0.59,0.62,0.69,mujer
895,group_E,algo_de_preparatoria,subsidiado,nada,0.32,0.34,0.38,mujer
896,group_B,preparatoria,subsidiado,nada,0.36,0.29,0.27,hombre
897,group_B,algo_de_preparatoria,subsidiado,completado,0.63,0.78,0.79,mujer
898,group_D,tecnico_asociado,estandar,completado,0.67,0.54,0.63,hombre
899,group_D,algo_de_preparatoria,estandar,completado,0.65,0.78,0.82,mujer
900,group_D,maestria,estandar,nada,0.85,0.84,0.89,hombre
901,group_C,maestria,estandar,nada,0.73,0.78,0.74,mujer
902,group_A,preparatoria,subsidiado,completado,0.34,0.48,0.41,mujer
903,group_D,licenciatura,subsidiado,completado,0.93,1.0,1.0,mujer
904,group_D,algo_de_preparatoria,subsidiado,nada,0.67,0.84,0.84,mujer
905,group_D,algo_de_universidad,estandar,nada,0.88,0.77,0.77,hombre
906,group_B,preparatoria,estandar,nada,0.57,0.48,0.51,hombre
907,group_D,algo_de_universidad,estandar,completado,0.79,0.84,0.91,mujer
908,group_C,licenciatura,subsidiado,nada,0.67,0.75,0.72,mujer
909,group_E,licenciatura,estandar,completado,0.7,0.64,0.7,hombre
910,group_D,licenciatura,subsidiado,nada,0.5,0.42,0.48,hombre
911,group_A,algo_de_universidad,estandar,nada,0.69,0.84,0.82,mujer
912,group_C,licenciatura,estandar,completado,0.52,0.61,0.66,mujer
913,group_C,licenciatura,subsidiado,completado,0.47,0.62,0.66,mujer
914,group_B,tecnico_asociado,subsidiado,nada,0.46,0.61,0.55,mujer
915,group_E,algo_de_universidad,estandar,nada,0.68,0.7,0.66,mujer
916,group_E,licenciatura,estandar,completado,1.0,1.0,1.0,hombre
917,group_C,preparatoria,estandar,nada,0.44,0.61,0.52,mujer
918,group_C,tecnico_asociado,estandar,completado,0.57,0.77,0.8,mujer
919,group_B,algo_de_universidad,estandar,completado,0.91,0.96,0.91,hombre
920,group_D,preparatoria,subsidiado,nada,0.69,0.7,0.67,hombre
921,group_C,preparatoria,subsidiado,nada,0.35,0.53,0.46,mujer
922,group_D,preparatoria,estandar,nada,0.72,0.66,0.66,hombre
923,group_B,tecnico_asociado,subsidiado,nada,0.54,0.65,0.65,mujer
924,group_D,preparatoria,subsidiado,nada,0.74,0.7,0.69,hombre
925,group_E,algo_de_preparatoria,estandar,completado,0.74,0.64,0.6,hombre
926,group_E,tecnico_asociado,subsidiado,nada,0.64,0.56,0.52,hombre
927,group_D,preparatoria,subsidiado,completado,0.65,0.61,0.71,mujer
928,group_E,tecnico_asociado,subsidiado,completado,0.46,0.43,0.44,hombre
929,group_C,algo_de_preparatoria,subsidiado,nada,0.48,0.56,0.51,mujer
930,group_C,algo_de_universidad,subsidiado,completado,0.67,0.74,0.7,hombre
931,group_D,algo_de_universidad,subsidiado,nada,0.62,0.57,0.62,hombre
932,group_D,tecnico_asociado,subsidiado,completado,0.61,0.71,0.73,hombre
933,group_C,licenciatura,subsidiado,completado,0.7,0.75,0.74,hombre
934,group_C,tecnico_asociado,estandar,completado,0.98,0.87,0.9,hombre
935,group_D,algo_de_universidad,subsidiado,nada,0.7,0.63,0.58,hombre
936,group_A,tecnico_asociado,estandar,nada,0.67,0.57,0.53,hombre
937,group_E,preparatoria,subsidiado,nada,0.57,0.58,0.57,mujer
938,group_D,algo_de_universidad,estandar,completado,0.85,0.81,0.85,hombre
939,group_D,algo_de_preparatoria,estandar,completado,0.77,0.68,0.69,hombre
940,group_C,maestria,subsidiado,completado,0.72,0.66,0.72,hombre
941,group_D,maestria,estandar,nada,0.78,0.91,0.96,mujer
942,group_C,preparatoria,estandar,nada,0.81,0.66,0.64,hombre
943,group_A,algo_de_preparatoria,subsidiado,completado,0.61,0.62,0.61,hombre
944,group_B,preparatoria,estandar,nada,0.58,0.68,0.61,mujer
945,group_C,tecnico_asociado,estandar,nada,0.54,0.61,0.58,mujer
946,group_B,preparatoria,estandar,nada,0.82,0.82,0.8,hombre
947,group_D,algo_de_universidad,subsidiado,nada,0.49,0.58,0.6,mujer
948,group_B,algo_de_preparatoria,subsidiado,completado,0.49,0.5,0.52,hombre
949,group_E,preparatoria,subsidiado,completado,0.57,0.75,0.73,mujer
950,group_E,preparatoria,estandar,nada,0.94,0.73,0.71,hombre
951,group_D,algo_de_universidad,estandar,completado,0.75,0.77,0.83,mujer
952,group_E,algo_de_preparatoria,subsidiado,nada,0.74,0.74,0.72,mujer
953,group_C,preparatoria,estandar,completado,0.58,0.52,0.54,hombre
954,group_C,algo_de_universidad,estandar,nada,0.62,0.69,0.69,mujer
955,group_E,tecnico_asociado,estandar,nada,0.72,0.57,0.62,hombre
956,group_C,algo_de_universidad,estandar,nada,0.84,0.87,0.81,hombre
957,group_D,maestria,estandar,nada,0.92,1.0,1.0,mujer
958,group_D,preparatoria,estandar,nada,0.45,0.63,0.59,mujer
959,group_C,preparatoria,estandar,nada,0.75,0.81,0.71,hombre
960,group_A,algo_de_universidad,estandar,nada,0.56,0.58,0.64,mujer
961,group_D,algo_de_preparatoria,subsidiado,nada,0.48,0.54,0.53,mujer
962,group_E,tecnico_asociado,estandar,nada,1.0,1.0,1.0,mujer
963,group_C,algo_de_preparatoria,subsidiado,completado,0.65,0.76,0.75,mujer
964,group_D,algo_de_universidad,estandar,nada,0.72,0.57,0.58,hombre
965,group_D,algo_de_universidad,estandar,nada,0.62,0.7,0.72,mujer
966,group_A,algo_de_preparatoria,estandar,completado,0.66,0.68,0.64,hombre
967,group_C,algo_de_universidad,estandar,nada,0.63,0.63,0.6,hombre
968,group_E,tecnico_asociado,estandar,nada,0.68,0.76,0.67,mujer
969,group_B,licenciatura,estandar,nada,0.75,0.84,0.8,mujer
970,group_D,licenciatura,estandar,nada,0.89,1.0,1.0,mujer
971,group_C,algo_de_preparatoria,estandar,completado,0.78,0.72,0.69,hombre
972,group_A,preparatoria,subsidiado,completado,0.53,0.5,0.6,mujer
973,group_D,algo_de_universidad,subsidiado,nada,0.49,0.65,0.61,mujer
974,group_A,algo_de_universidad,estandar,nada,0.54,0.63,0.67,mujer
975,group_C,algo_de_universidad,estandar,completado,0.64,0.82,0.77,mujer
976,group_B,algo_de_universidad,subsidiado,completado,0.6,0.62,0.6,hombre
977,group_C,tecnico_asociado,estandar,nada,0.62,0.65,0.58,hombre
978,group_D,preparatoria,estandar,completado,0.55,0.41,0.48,hombre
979,group_C,tecnico_asociado,estandar,nada,0.91,0.95,0.94,mujer
980,group_B,preparatoria,subsidiado,nada,0.08,0.24,0.23,mujer
981,group_D,algo_de_preparatoria,estandar,nada,0.81,0.78,0.78,hombre
982,group_B,algo_de_preparatoria,estandar,completado,0.79,0.85,0.86,hombre
983,group_A,algo_de_universidad,estandar,completado,0.78,0.87,0.91,mujer
984,group_C,algo_de_preparatoria,estandar,nada,0.74,0.75,0.82,mujer
985,group_A,preparatoria,estandar,nada,0.57,0.51,0.54,hombre
986,group_C,tecnico_asociado,estandar,nada,0.4,0.59,0.51,mujer
987,group_E,algo_de_preparatoria,estandar,completado,0.81,0.75,0.76,hombre
988,group_A,algo_de_preparatoria,subsidiado,nada,0.44,0.45,0.45,mujer
989,group_D,algo_de_universidad,subsidiado,completado,0.67,0.86,0.83,mujer
990,group_E,preparatoria,subsidiado,completado,0.86,0.81,0.75,hombre
991,group_B,algo_de_preparatoria,estandar,completado,0.65,0.82,0.78,mujer
992,group_D,tecnico_asociado,subsidiado,nada,0.55,0.76,0.76,mujer
993,group_D,licenciatura,subsidiado,nada,0.62,0.72,0.74,mujer
994,group_A,preparatoria,estandar,nada,0.63,0.63,0.62,hombre
995,group_E,maestria,estandar,completado,0.88,0.99,0.95,mujer
996,group_C,preparatoria,subsidiado,nada,0.62,0.55,0.55,hombre
997,group_C,preparatoria,subsidiado,completado,0.59,0.71,0.65,mujer
998,group_D,algo_de_universidad,estandar,completado,0.68,0.78,0.77,mujer
999,group_D,algo_de_universidad,subsidiado,nada,0.77,0.86,0.86,mujer
